id	name
AdvEvent_succ_1000002_1000002	打开了木箱，里面放着几个奇怪的蘑菇
AdvEvent_desc_1000002_1000002	发现了一只积满灰尘的宝箱
AdvEvent_name_1000008_1000008	精致宝箱
AdvEvent_succ_1000008_1000008	你打开了宝箱，获得了珍贵的珍珠
AdvEvent_desc_1000008_1000008	闪烁着光芒的宝箱，打开或许能获得珍宝。
AdvEvent_name_1000009_1000009	x_隐藏线路
AdvEvent_succ_1000009_1000009	隐藏线开启了
AdvEvent_desc_1000009_1000009	隐藏线开启测试
AdvEvent_fail_20002_20002	石头开始急速转动，光芒越来越盛，你有不好的预感
AdvEvent_succ_20002_1	光芒越来越刺眼，同时周围响起奇怪的圣印
AdvEvent_opt_20002_1	再次触摸石头
AdvEvent_opt_10001_6	测试隐藏路
AdvEvent_opt_10001_7	测试隐藏房间
AdvEvent_fail_10001_10001	开始测试演出
AdvEvent_fail_10001_1	战斗结束
AdvEvent_opt_10001_2	测试完成
AdvEvent_fail_10001_3	盾勇角色触发的剧情
AdvEvent_opt_10001_3	需要盾勇
AdvEvent_fail_10001_4	狐狸触发的演出
AdvEvent_opt_10001_4	需要狐狸
AdvEvent_fail_10001_5	开始测试战斗
AdvEvent_opt_10001_5	测试演出
AdvEvent_opt_10001_1	测试战斗
AdvEvent_desc_10001_10001	开始测试剧情
AdvEvent_name_10001_10001	测试
AdvEvent_desc_20001_20001	看上去灰扑扑的布麻袋在路旁，看上去好像是什么人不小心拉下来的
AdvEvent_name_20001_20001	布麻袋
AdvEvent_name_20002_20002	符文石
AdvEvent_desc_20002_20002	漂浮在空中的石头，雕刻着不为人知的文字，散发着淡蓝的光芒
AdvEvent_succ_1001010_1001010	尚文将打猎的战利品出售给商人，并从商人这里买到了一些必需品
AdvEvent_desc_1001020_1001020	刚刚进入矿洞的尚文就注意到，路得旁边有一块小型的矿脉。他拿起由盾牌变成的十字镐，对着小型矿脉挖了下去
AdvEvent_succ_1001020_1001020	十字镐轻松的将一整块矿石挖了下来，不过看上去这个小型矿脉也只能挖到这么点矿石了。
AdvEvent_name_1001020_1001020	小型矿脉
AdvEvent_name_1002010_1002010	感谢的妇女
AdvEvent_succ_1002010_1002010	尚文思考了一下，接过了妇女递上来的小物件。
AdvEvent_desc_1002010_1002010	刚刚被尚文救下来的妇女就在广场上休息，看到尚文来到广场，她略显激动的走了过来“感谢你救了我，勇者大人。请您收下这个，虽然它不值钱。”
AdvEvent_name_1001010_1001010	村中商人
AdvEvent_desc_1001010_1001010	虽然这里只是个偏远地区的小村子，不过依然可以看到旅行商人的身影。虽然没有王都中商人的货物那么齐全，不过为冒险者补充道具和贩售战利品却也足够了。
advBuffDesc_2	造成伤害提高10%，持续1场战斗
advBuffDesc_3	友方全体目标攻击力提高5%
advBuffDesc_4	友方随机目标减少5%生命
advBuffDesc_5	造成伤害提高5%，持续1场战斗
advBuffDesc_6	受到伤害降低5%，持续1场战斗
advBuffDesc_7	受到伤害提高5%，持续1场战斗
advBuffDesc_8	友方随机目标回复15%生命
advBuffDesc_9	友方2个目标随机减少20%生命
advBuffDesc_10	友方2个目标随机回复20%生命
advBuffDesc_11	友方1个目标随机减少50%生命
advBuffDesc_12	友方1个目标随机减少50%生命
Fight_Buff_1000211	提高自己闪避{0}
Fight_Buff_1000230	眩晕
Fight_Buff_1000321	攻击力提高{0}%
Fight_Buff_1000322	眩晕
Fight_Buff_1000330	造成伤害{0}%
Fight_Buff_1000430	提高攻击力{0}%
Fight_Buff_1000510	受到伤害增加{0}%
Fight_Buff_1000520	眩晕
Fight_Buff_1000610	眩晕
Fight_Buff_2000210	眩晕
Fight_Buff_2000320	眩晕抗性提升{0}
Fight_Buff_2000321	受到伤害增加{0}%
Fight_Buff_3000210	提高攻击力{0}%
Fight_Buff_3000212	受到伤害{0}%
StoryEventStart	开始，勿删！！
Story_200_1	盾之牢笼
Story_200_2	……路被挡住了
Story_200_3	没有逃跑的空间了
Story_201_1	拉夫小心
ExpeditionMisson_desc_10101	讨伐在森林中的魔物
ExpeditionMisson_desc_10102	讨伐河道里的魔物
ExpeditionMisson_desc_10201	在森林里锻炼自己
ExpeditionMisson_desc_10202	在矿山里锻炼自己
ExpeditionMisson_desc_10301	去王城里做生意
ExpeditionMisson_desc_10302	在附近的村庄间游走
Item_name_100101	短剑
Item_name_100102	棉布帽
Item_name_100103	麻布衫
Item_name_100104	布护腿
Item_name_100105	小戒指
Item_name_100106	小项链
Item_name_100107	长剑
Item_name_100108	皮盔
Item_name_100109	皮甲
Item_name_100110	皮裹腿
Item_name_100111	铁戒指
Item_name_100112	宝石项链
Item_name_201001	史莱姆核
Item_name_201002	史莱姆皮
Item_name_201003	双头犬的心
Item_name_201004	双头犬的头
Item_name_201005	双头犬的前爪
Item_name_201006	铁管
Item_name_201007	蘑菇粉末
Item_name_201008	灵魂结晶
Item_name_201009	水晶石
Item_name_201010	花妖的魔杖
Item_name_201011	愤怒之心
Item_name_201012	骷髅骑士的剑
Item_name_201013	蜂后的巢
Item_name_202001	破碎的柄
Item_name_202002	完整的柄
Item_name_202101	普通木材
Item_name_202102	结晶木
Item_name_202103	绿沉木
Item_name_202201	兔子皮
Item_name_202202	狼皮
Item_name_202203	野猪皮
Item_name_202301	蜂针
Item_name_202302	毒蜂针
Item_name_202401	碎布片
Item_name_202402	麻布片
Item_name_202501	魔兽结晶
Item_name_202502	魔兽晶核
Item_name_202503	魔兽之心
Item_name_202601	碎铁块
Item_name_202602	铁矿石
Item_name_202701	兔子牙
